hsa,gene_name,gene_concept
hsa04024,PAK1,gene_5058
hsa04024,ARAP3,gene_64411
hsa04024,RHOA,gene_387
hsa04024,AFDN,gene_4301
hsa04024,PIK3CA,gene_5290
hsa04024,PIK3CD,gene_5293
hsa04024,PIK3CB,gene_5291
hsa04024,PIK3R1,gene_5295
hsa04024,PIK3R2,gene_5296
hsa04024,PIK3R3,gene_8503
hsa04024,AKT1,gene_207
hsa04024,AKT2,gene_208
hsa04024,AKT3,gene_10000
hsa04024,BRAF,gene_673
hsa04024,RAF1,gene_5894
hsa04024,MAP2K1,gene_5604
hsa04024,MAP2K2,gene_5605
hsa04024,MAPK1,gene_5594
hsa04024,MAPK3,gene_5595
hsa04024,PRKACA,gene_5566
hsa04024,PRKACB,gene_5567
hsa04024,PRKACG,gene_5568
hsa04024,PPP1R1B,gene_84152
hsa04024,PPP1CA,gene_5499
hsa04024,PPP1CB,gene_5500
hsa04024,PPP1CC,gene_5501
hsa04024,CREB1,gene_1385
hsa04024,CREB3,gene_10488
hsa04024,CREB3L1,gene_90993
hsa04024,CREB3L2,gene_64764
hsa04024,CREB3L3,gene_84699
hsa04024,CREB3L4,gene_148327
hsa04024,CREB5,gene_9586
hsa04024,CREBBP,gene_1387
hsa04024,EP300,gene_2033
hsa04024,BDNF,gene_627
hsa04024,FOS,gene_2353
hsa04024,JUN,gene_3725
hsa04024,GLI3,gene_2737
hsa04024,GLI1,gene_2735
hsa04024,PTCH1,gene_5727
hsa04024,HHIP,gene_64399
hsa04024,NFKBIA,gene_4792
hsa04024,NFKB1,gene_4790
hsa04024,RELA,gene_5970
hsa04024,SOX9,gene_6662
hsa04024,AMH,gene_268
hsa04024,PPARA,gene_5465
hsa04024,ACOX3,gene_8310
hsa04024,ACOX1,gene_51
hsa04024,NFATC1,gene_4772
hsa04024,F2R,gene_2149
hsa04024,BAD,gene_572
hsa04024,LIPE,gene_3991
hsa04024,ROCK1,gene_6093
hsa04024,ROCK2,gene_9475
hsa04024,PPP1R12A,gene_4659
hsa04024,MYL9,gene_10398
hsa04024,TNNI3,gene_7137
hsa04024,PLN,gene_5350
hsa04024,ATP2A1,gene_487
hsa04024,ATP2A3,gene_489
hsa04024,ATP2A2,gene_488
hsa04024,RYR2,gene_6262
hsa04024,GRIN1,gene_2902
hsa04024,GRIN2A,gene_2903
hsa04024,GRIN2B,gene_2904
hsa04024,GRIN2C,gene_2905
hsa04024,GRIN2D,gene_2906
hsa04024,GRIN3A,gene_116443
hsa04024,GRIN3B,gene_116444
hsa04024,GRIA1,gene_2890
hsa04024,GRIA2,gene_2891
hsa04024,GRIA3,gene_2892
hsa04024,GRIA4,gene_2893
hsa04024,CFTR,gene_1080
hsa04024,ATP1A1,gene_476
hsa04024,ATP1A2,gene_477
hsa04024,ATP1A3,gene_478
hsa04024,ATP1A4,gene_480
hsa04024,ATP1B4,gene_23439
hsa04024,ATP1B1,gene_481
hsa04024,ATP1B2,gene_482
hsa04024,ATP1B3,gene_483
hsa04024,FXYD2,gene_486
hsa04024,FXYD1,gene_5348
hsa04024,SLC9A1,gene_6548
hsa04024,ORAI1,gene_84876
hsa04024,ATP2B1,gene_490
hsa04024,ATP2B3,gene_492
hsa04024,ATP2B4,gene_493
hsa04024,ATP2B2,gene_491
hsa04024,CACNA1C,gene_775
hsa04024,CACNA1D,gene_776
hsa04024,CACNA1F,gene_778
hsa04024,CACNA1S,gene_779
hsa04024,PDE3A,gene_5139
hsa04024,PDE3B,gene_5140
hsa04024,PDE4A,gene_5141
hsa04024,PDE4B,gene_5142
hsa04024,PDE4C,gene_5143
hsa04024,PDE4D,gene_5144
hsa04024,PDE10A,gene_10846
hsa04060,CCL1,gene_6346
hsa04060,CCL25,gene_6370
hsa04060,CCL19,gene_6363
hsa04060,CCL21,gene_6366
hsa04060,CCL3,gene_6348
hsa04060,CCL3L1,gene_6349
hsa04060,CCL3L3,gene_414062
hsa04060,CCL4,gene_6351
hsa04060,CCL4L2,gene_9560
hsa04060,CCL4L1,gene_388372
hsa04060,CCL17,gene_6361
hsa04060,CCL22,gene_6367
hsa04060,CCL5,gene_6352
hsa04060,CCL8,gene_6355
hsa04060,CCL14,gene_6358
hsa04060,CCL16,gene_6360
hsa04060,CCL15,gene_6359
hsa04060,CCL23,gene_6368
hsa04060,CCL13,gene_6357
hsa04060,CCL7,gene_6354
hsa04060,CCL2,gene_6347
hsa04060,CCL11,gene_6356
hsa04060,CCL24,gene_6369
hsa04060,CCL26,gene_10344
hsa04060,CCL27,gene_10850
hsa04060,CCL28,gene_56477
hsa04060,CCL18,gene_6362
hsa04060,CCL20,gene_6364
hsa04060,CXCL1,gene_2919
hsa04060,CXCL2,gene_2920
hsa04060,CXCL3,gene_2921
hsa04060,CXCL5,gene_6374
hsa04060,CXCL6,gene_6372
hsa04060,CXCL8,gene_3576
hsa04060,PPBP,gene_5473
hsa04060,PF4,gene_5196
hsa04060,PF4V1,gene_5197
hsa04060,CXCL9,gene_4283
hsa04060,CXCL10,gene_3627
hsa04060,CXCL11,gene_6373
hsa04060,CXCL13,gene_10563
hsa04060,CXCL12,gene_6387
hsa04060,CXCL16,gene_58191
hsa04060,CXCL14,gene_9547
hsa04060,CXCL17,gene_284340
hsa04060,XCL1,gene_6375
hsa04060,XCL2,gene_6846
hsa04060,CX3CL1,gene_6376
hsa04060,IL2,gene_3558
hsa04060,IL4,gene_3565
hsa04060,IL7,gene_3574
hsa04060,IL9,gene_3578
hsa04060,IL15,gene_3600
hsa04060,IL21,gene_59067
hsa04060,TSLP,gene_85480
hsa04060,IL3,gene_3562
hsa04060,IL5,gene_3567
hsa04060,CSF2,gene_1437
hsa04060,IL13,gene_3596
hsa04060,EPO,gene_2056
hsa04060,GH1,gene_2688
hsa04060,GH2,gene_2689
hsa04060,CSH1,gene_1442
hsa04060,CSH2,gene_1443
hsa04060,PRL,gene_5617
hsa04060,THPO,gene_7066
hsa04060,CSF3,gene_1440
hsa04060,LEP,gene_3952
hsa04060,IL6,gene_3569
hsa04060,IL11,gene_3589
hsa04060,IL12A,gene_3592
hsa04060,IL12B,gene_3593
hsa04060,IL23A,gene_51561
hsa04060,IL27,gene_246778
hsa04060,EBI3,gene_10148
hsa04060,IL31,gene_386653
hsa04060,CLCF1,gene_23529
hsa04060,CNTF,gene_1270
hsa04060,CTF1,gene_1489
hsa04060,LIF,gene_3976
hsa04060,OSM,gene_5008
hsa04060,IL10,gene_3586
hsa04060,IL19,gene_29949
hsa04060,IL20,gene_50604
hsa04060,IL24,gene_11009
hsa04060,IL22,gene_50616
hsa04060,IL26,gene_55801
hsa04060,IFNL2,gene_282616
hsa04060,IFNL3,gene_282617
hsa04060,IFNL1,gene_282618
hsa04060,IFNA1,gene_3439
hsa04060,IFNA2,gene_3440
hsa04060,IFNA4,gene_3441
hsa04060,IFNA5,gene_3442
hsa04060,IFNA6,gene_3443
hsa04060,IFNA7,gene_3444
hsa04060,IFNA8,gene_3445
hsa04060,IFNA10,gene_3446
hsa04060,IFNA14,gene_3448
hsa04060,IFNA17,gene_3451
hsa04060,IFNA21,gene_3452
hsa04060,IFNB1,gene_3456
hsa04060,IFNW1,gene_3467
hsa04060,IFNK,gene_56832
hsa04060,IFNE,gene_338376
hsa04060,IFNG,gene_3458
hsa04060,IL1A,gene_3552
hsa04060,IL1B,gene_3553
hsa04060,IL1RN,gene_3557
hsa04060,IL36RN,gene_26525
hsa04060,IL36A,gene_27179
hsa04060,IL36B,gene_27177
hsa04060,IL36G,gene_56300
hsa04060,IL1F10,gene_84639
hsa04060,IL37,gene_27178
hsa04060,IL18,gene_3606
hsa04060,IL33,gene_90865
hsa04060,IL17A,gene_3605
hsa04060,IL17F,gene_112744
hsa04060,IL17B,gene_27190
hsa04060,IL17C,gene_27189
hsa04060,IL17D,gene_53342
hsa04060,IL25,gene_64806
hsa04060,IL16,gene_3603
hsa04060,IL32,gene_9235
hsa04060,IL34,gene_146433
hsa04060,CSF1,gene_1435
hsa04060,TNF,gene_7124
hsa04060,LTA,gene_4049
hsa04060,LTB,gene_4050
hsa04060,TNFSF14,gene_8740
hsa04060,FASLG,gene_356
hsa04060,TNFSF15,gene_9966
hsa04060,TNFSF10,gene_8743
hsa04060,EDA,gene_1896
hsa04060,NGF,gene_4803
hsa04060,TNFSF11,gene_8600
hsa04060,TNFSF12,gene_8742
hsa04060,CD70,gene_970
hsa04060,TNFSF8,gene_944
hsa04060,CD40LG,gene_959
hsa04060,TNFSF9,gene_8744
hsa04060,TNFSF4,gene_7292
hsa04060,TNFSF18,gene_8995
hsa04060,TNFSF13,gene_8741
hsa04060,TNFSF13B,gene_10673
hsa04060,TGFB1,gene_7040
hsa04060,TGFB2,gene_7042
hsa04060,TGFB3,gene_7043
hsa04060,GDF15,gene_9518
hsa04060,GDF2,gene_2658
hsa04060,BMP10,gene_27302
hsa04060,INHA,gene_3623
hsa04060,BMP3,gene_651
hsa04060,GDF10,gene_2662
hsa04060,GDF11,gene_10220
hsa04060,MSTN,gene_2660
hsa04060,INHBA,gene_3624
hsa04060,INHBB,gene_3625
hsa04060,GDF1,gene_2657
hsa04060,GDF3,gene_9573
hsa04060,NODAL,gene_4838
hsa04060,GDF9,gene_2661
hsa04060,INHBE,gene_83729
hsa04060,AMH,gene_268
hsa04060,BMP2,gene_650
hsa04060,BMP4,gene_652
hsa04060,GDF5,gene_8200
hsa04060,GDF6,gene_392255
hsa04060,GDF7,gene_151449
hsa04060,BMP15,gene_9210
hsa04060,BMP5,gene_653
hsa04060,BMP6,gene_654
hsa04060,BMP7,gene_655
hsa04060,BMP8B,gene_656
hsa04060,BMP8A,gene_353500
hsa04060,CCR8,gene_1237
hsa04060,CCR9,gene_10803
hsa04060,ACKR4,gene_51554
hsa04060,CCR7,gene_1236
hsa04060,CCR4,gene_1233
hsa04060,CCR5,gene_1234
hsa04060,CCR3,gene_1232
hsa04060,CCR2,gene_729230
hsa04060,CCR1,gene_1230
hsa04060,CCR10,gene_2826
hsa04060,CCR6,gene_1235
hsa04060,CXCR1,gene_3577
hsa04060,CXCR2,gene_3579
hsa04060,CXCR3,gene_2833
hsa04060,CXCR5,gene_643
hsa04060,CXCR4,gene_7852
hsa04060,ACKR3,gene_57007
hsa04060,CXCR6,gene_10663
hsa04060,XCR1,gene_2829
hsa04060,CX3CR1,gene_1524
hsa04060,IL2RA,gene_3559
hsa04060,IL2RB,gene_3560
hsa04060,IL2RG,gene_3561
hsa04060,IL4R,gene_3566
hsa04060,IL7R,gene_3575
hsa04060,IL9R,gene_3581
hsa04060,IL15RA,gene_3601
hsa04060,IL21R,gene_50615
hsa04060,CRLF2,gene_64109
hsa04060,IL3RA,gene_3563
hsa04060,CSF2RB,gene_1439
hsa04060,IL5RA,gene_3568
hsa04060,CSF2RA,gene_1438
hsa04060,IL13RA1,gene_3597
hsa04060,IL13RA2,gene_3598
hsa04060,EPOR,gene_2057
hsa04060,GHR,gene_2690
hsa04060,PRLR,gene_5618
hsa04060,MPL,gene_4352
hsa04060,CSF3R,gene_1441
hsa04060,LEPR,gene_3953
hsa04060,IL6R,gene_3570
hsa04060,IL6ST,gene_3572
hsa04060,IL11RA,gene_3590
hsa04060,IL12RB1,gene_3594
hsa04060,IL12RB2,gene_3595
hsa04060,IL23R,gene_149233
hsa04060,IL27RA,gene_9466
hsa04060,IL31RA,gene_133396
hsa04060,CNTFR,gene_1271
hsa04060,LIFR,gene_3977
hsa04060,OSMR,gene_9180
hsa04060,IL10RA,gene_3587
hsa04060,IL10RB,gene_3588
hsa04060,IL20RA,gene_53832
hsa04060,IL20RB,gene_53833
hsa04060,IL22RA1,gene_58985
hsa04060,IFNLR1,gene_163702
hsa04060,IFNAR1,gene_3454
hsa04060,IFNAR2,gene_3455
hsa04060,IFNGR1,gene_3459
hsa04060,IFNGR2,gene_3460
hsa04060,IL1R1,gene_3554
hsa04060,IL1RAP,gene_3556
hsa04060,IL1R2,gene_7850
hsa04060,IL1RL2,gene_8808
hsa04060,IL18R1,gene_8809
hsa04060,IL18RAP,gene_8807
hsa04060,IL1RL1,gene_9173
hsa04060,IL17RA,gene_23765
hsa04060,IL17RC,gene_84818
hsa04060,IL17RB,gene_55540
hsa04060,IL17RE,gene_132014
hsa04060,CD4,gene_920
hsa04060,CSF1R,gene_1436
hsa04060,TNFRSF1A,gene_7132
hsa04060,TNFRSF1B,gene_7133
hsa04060,LTBR,gene_4055
hsa04060,TNFRSF14,gene_8764
hsa04060,TNFRSF6B,gene_8771
hsa04060,FAS,gene_355
hsa04060,TNFRSF25,gene_8718
hsa04060,TNFRSF10A,gene_8797
hsa04060,TNFRSF10B,gene_8795
hsa04060,TNFRSF10C,gene_8794
hsa04060,TNFRSF10D,gene_8793
hsa04060,TNFRSF21,gene_27242
hsa04060,EDAR,gene_10913
hsa04060,EDA2R,gene_60401
hsa04060,NGFR,gene_4804
hsa04060,TNFRSF11B,gene_4982
hsa04060,TNFRSF11A,gene_8792
hsa04060,TNFRSF12A,gene_51330
hsa04060,CD27,gene_939
hsa04060,TNFRSF8,gene_943
hsa04060,CD40,gene_958
hsa04060,TNFRSF9,gene_3604
hsa04060,TNFRSF4,gene_7293
hsa04060,TNFRSF18,gene_8784
hsa04060,TNFRSF17,gene_608
hsa04060,TNFRSF13B,gene_23495
hsa04060,TNFRSF13C,gene_115650
hsa04060,TNFRSF19,gene_55504
hsa04060,RELT,gene_84957
hsa04060,TGFBR1,gene_7046
hsa04060,TGFBR2,gene_7048
hsa04060,ACVRL1,gene_94
hsa04060,ACVR2A,gene_92
hsa04060,BMPR2,gene_659
hsa04060,ACVR2B,gene_93
hsa04060,ACVR1B,gene_91
hsa04060,ACVR1C,gene_130399
hsa04060,ACVR1,gene_90
hsa04060,AMHR2,gene_269
hsa04060,BMPR1A,gene_657
hsa04060,BMPR1B,gene_658
hsa04061,CCL5,gene_6352
hsa04061,CCL3,gene_6348
hsa04061,CCL3L1,gene_6349
hsa04061,CCL3L3,gene_414062
hsa04061,CCL8,gene_6355
hsa04061,CCL14,gene_6358
hsa04061,CCL16,gene_6360
hsa04061,CCL15,gene_6359
hsa04061,CCL23,gene_6368
hsa04061,CCL13,gene_6357
hsa04061,CCL7,gene_6354
hsa04061,CCL2,gene_6347
hsa04061,CCL27,gene_10850
hsa04061,CCL11,gene_6356
hsa04061,CCL24,gene_6369
hsa04061,CCL26,gene_10344
hsa04061,CCL28,gene_56477
hsa04061,CCL17,gene_6361
hsa04061,CCL22,gene_6367
hsa04061,CCL4,gene_6351
hsa04061,CCL4L2,gene_9560
hsa04061,CCL4L1,gene_388372
hsa04061,CCL20,gene_6364
hsa04061,CCL1,gene_6346
hsa04061,CCL25,gene_6370
hsa04061,CCL18,gene_6362
hsa04061,CCL19,gene_6363
hsa04061,CCL21,gene_6366
hsa04061,CXCL1,gene_2919
hsa04061,CXCL2,gene_2920
hsa04061,CXCL3,gene_2921
hsa04061,CXCL5,gene_6374
hsa04061,CXCL6,gene_6372
hsa04061,CXCL8,gene_3576
hsa04061,PPBP,gene_5473
hsa04061,PF4,gene_5196
hsa04061,PF4V1,gene_5197
hsa04061,CXCL9,gene_4283
hsa04061,CXCL10,gene_3627
hsa04061,CXCL11,gene_6373
hsa04061,CXCL13,gene_10563
hsa04061,CXCL12,gene_6387
hsa04061,CXCL14,gene_9547
hsa04061,XCL1,gene_6375
hsa04061,XCL2,gene_6846
hsa04061,CX3CL1,gene_6376
hsa04061,IL10,gene_3586
hsa04061,IL6,gene_3569
hsa04061,IL2,gene_3558
hsa04061,IL18,gene_3606
hsa04061,IL37,gene_27178
hsa04061,IL19,gene_29949
hsa04061,IL20,gene_50604
hsa04061,IL24,gene_11009
hsa04061,TNF,gene_7124
hsa04061,LTA,gene_4049
hsa04061,TNFSF14,gene_8740
hsa04061,TNFSF10,gene_8743
hsa04061,IL34,gene_146433
hsa04061,CSF1,gene_1435
hsa04061,CCR1,gene_1230
hsa04061,CCR2,gene_729230
hsa04061,CCR3,gene_1232
hsa04061,CCR4,gene_1233
hsa04061,CCR5,gene_1234
hsa04061,CCR6,gene_1235
hsa04061,CCR8,gene_1237
hsa04061,CCR9,gene_10803
hsa04061,ACKR4,gene_51554
hsa04061,CCR10,gene_2826
hsa04061,CCR7,gene_1236
hsa04061,CXCR1,gene_3577
hsa04061,CXCR2,gene_3579
hsa04061,CXCR3,gene_2833
hsa04061,CXCR5,gene_643
hsa04061,CXCR4,gene_7852
hsa04061,ACKR3,gene_57007
hsa04061,XCR1,gene_2829
hsa04061,CX3CR1,gene_1524
hsa04061,IL10RA,gene_3587
hsa04061,IL10RB,gene_3588
hsa04061,IL6R,gene_3570
hsa04061,IL6ST,gene_3572
hsa04061,IL2RA,gene_3559
hsa04061,IL2RB,gene_3560
hsa04061,IL2RG,gene_3561
hsa04061,IL18R1,gene_8809
hsa04061,IL18RAP,gene_8807
hsa04061,IL20RA,gene_53832
hsa04061,IL20RB,gene_53833
hsa04061,IL22RA1,gene_58985
hsa04061,TNFRSF1A,gene_7132
hsa04061,TNFRSF1B,gene_7133
hsa04061,LTBR,gene_4055
hsa04061,TNFRSF14,gene_8764
hsa04061,TNFRSF10A,gene_8797
hsa04061,TNFRSF10B,gene_8795
hsa04061,TNFRSF10C,gene_8794
hsa04061,TNFRSF10D,gene_8793
hsa04061,CSF1R,gene_1436
hsa04062,CXCL1,gene_2919
hsa04062,CXCL2,gene_2920
hsa04062,CXCL3,gene_2921
hsa04062,CXCL5,gene_6374
hsa04062,CXCL6,gene_6372
hsa04062,PPBP,gene_5473
hsa04062,CXCL8,gene_3576
hsa04062,CXCL9,gene_4283
hsa04062,CXCL10,gene_3627
hsa04062,CXCL11,gene_6373
hsa04062,CXCL12,gene_6387
hsa04062,CXCL13,gene_10563
hsa04062,CXCL16,gene_58191
hsa04062,PF4,gene_5196
hsa04062,PF4V1,gene_5197
hsa04062,CXCL14,gene_9547
hsa04062,XCL1,gene_6375
hsa04062,XCL2,gene_6846
hsa04062,CX3CL1,gene_6376
hsa04062,CCL1,gene_6346
hsa04062,CCL2,gene_6347
hsa04062,CCL3,gene_6348
hsa04062,CCL3L1,gene_6349
hsa04062,CCL3L3,gene_414062
hsa04062,CCL4,gene_6351
hsa04062,CCL4L2,gene_9560
hsa04062,CCL4L1,gene_388372
hsa04062,CCL5,gene_6352
hsa04062,CCL7,gene_6354
hsa04062,CCL8,gene_6355
hsa04062,CCL11,gene_6356
hsa04062,CCL13,gene_6357
hsa04062,CCL14,gene_6358
hsa04062,CCL15,gene_6359
hsa04062,CCL23,gene_6368
hsa04062,CCL16,gene_6360
hsa04062,CCL17,gene_6361
hsa04062,CCL18,gene_6362
hsa04062,CCL19,gene_6363
hsa04062,CCL20,gene_6364
hsa04062,CCL21,gene_6366
hsa04062,CCL22,gene_6367
hsa04062,CCL24,gene_6369
hsa04062,CCL25,gene_6370
hsa04062,CCL26,gene_10344
hsa04062,CCL27,gene_10850
hsa04062,CCL28,gene_56477
hsa04062,CXCR2,gene_3579
hsa04062,CXCR1,gene_3577
hsa04062,CXCR3,gene_2833
hsa04062,CXCR4,gene_7852
hsa04062,CXCR5,gene_643
hsa04062,CXCR6,gene_10663
hsa04062,XCR1,gene_2829
hsa04062,CX3CR1,gene_1524
hsa04062,CCR8,gene_1237
hsa04062,CCR6,gene_1235
hsa04062,CCR9,gene_10803
hsa04062,CCR4,gene_1233
hsa04062,CCR7,gene_1236
hsa04062,CCR2,gene_729230
hsa04062,CCR5,gene_1234
hsa04062,CCR1,gene_1230
hsa04062,CCR3,gene_1232
hsa04062,CCR10,gene_2826
hsa04062,JAK2,gene_3717
hsa04062,JAK3,gene_3718
hsa04062,STAT1,gene_6772
hsa04062,STAT2,gene_6773
hsa04062,STAT3,gene_6774
hsa04062,STAT5B,gene_6777
hsa04062,GNAI1,gene_2770
hsa04062,GNAI3,gene_2773
hsa04062,GNAI2,gene_2771
hsa04062,ADCY1,gene_107
hsa04062,ADCY2,gene_108
hsa04062,ADCY3,gene_109
hsa04062,ADCY4,gene_196883
hsa04062,ADCY5,gene_111
hsa04062,ADCY6,gene_112
hsa04062,ADCY7,gene_113
hsa04062,ADCY8,gene_114
hsa04062,ADCY9,gene_115
hsa04062,PRKACA,gene_5566
hsa04062,PRKACB,gene_5567
hsa04062,PRKACG,gene_5568
hsa04062,LYN,gene_4067
hsa04062,HCK,gene_3055
hsa04062,FGR,gene_2268
hsa04062,SRC,gene_6714
hsa04062,SHC1,gene_6464
hsa04062,SHC2,gene_25759
hsa04062,SHC3,gene_53358
hsa04062,SHC4,gene_399694
hsa04062,GRB2,gene_2885
hsa04062,SOS1,gene_6654
hsa04062,SOS2,gene_6655
hsa04062,HRAS,gene_3265
hsa04062,KRAS,gene_3845
hsa04062,NRAS,gene_4893
hsa04062,RAF1,gene_5894
hsa04062,BRAF,gene_673
hsa04062,MAP2K1,gene_5604
hsa04062,MAPK1,gene_5594
hsa04062,MAPK3,gene_5595
hsa04062,PIK3CA,gene_5290
hsa04062,PIK3CD,gene_5293
hsa04062,PIK3CB,gene_5291
hsa04062,PIK3R1,gene_5295
hsa04062,PIK3R2,gene_5296
hsa04062,PIK3R3,gene_8503
hsa04062,PIK3CG,gene_5294
hsa04062,PIK3R5,gene_23533
hsa04062,PRKCZ,gene_5590
hsa04062,AKT1,gene_207
hsa04062,AKT2,gene_208
hsa04062,AKT3,gene_10000
hsa04062,FOXO3,gene_2309
hsa04062,CHUK,gene_1147
hsa04062,IKBKB,gene_3551
hsa04062,IKBKG,gene_8517
hsa04062,NFKBIA,gene_4792
hsa04062,NFKBIB,gene_4793
hsa04062,NFKB1,gene_4790
hsa04062,RELA,gene_5970
hsa04062,BAD,gene_572
hsa04062,GSK3A,gene_2931
hsa04062,GSK3B,gene_2932
hsa04062,ITK,gene_3702
hsa04062,VAV3,gene_10451
hsa04062,VAV1,gene_7409
hsa04062,VAV2,gene_7410
hsa04062,RAC1,gene_5879
hsa04062,RAC2,gene_5880
hsa04062,RAC3,gene_5881
hsa04062,PAK1,gene_5058
hsa04062,CDC42,gene_998
hsa04062,WAS,gene_7454
hsa04062,RHOA,gene_387
hsa04062,ROCK1,gene_6093
hsa04062,ROCK2,gene_9475
hsa04062,GNB1,gene_2782
hsa04062,GNB2,gene_2783
hsa04062,GNB3,gene_2784
hsa04062,GNB4,gene_59345
hsa04062,GNB5,gene_10681
hsa04062,GNG2,gene_54331
hsa04062,GNG4,gene_2786
hsa04062,GNG5,gene_2787
hsa04062,GNG7,gene_2788
hsa04062,GNG8,gene_94235
hsa04062,GNG11,gene_2791
hsa04062,GNG12,gene_55970
hsa04062,GNG13,gene_51764
hsa04062,GNGT1,gene_2792
hsa04062,GNGT2,gene_2793
hsa04062,PREX1,gene_57580
hsa04062,ELMO1,gene_9844
hsa04062,DOCK2,gene_1794
hsa04062,PTK2,gene_5747
hsa04062,PXN,gene_5829
hsa04062,BCAR1,gene_9564
hsa04062,CRK,gene_1398
hsa04062,CRKL,gene_1399
hsa04062,PTK2B,gene_2185
hsa04062,GNAQ,gene_2776
hsa04062,PLCB1,gene_23236
hsa04062,PLCB2,gene_5330
hsa04062,PLCB3,gene_5331
hsa04062,PLCB4,gene_5332
hsa04062,PLCG1,gene_5335
hsa04062,PLCG2,gene_5336
hsa04062,RASGRP2,gene_10235
hsa04062,RAP1A,gene_5906
hsa04062,RAP1B,gene_5908
hsa04062,PARD3,gene_56288
hsa04062,TIAM1,gene_7074
hsa04062,PRKCB,gene_5579
hsa04062,PRKCD,gene_5580
hsa04062,NCF1,gene_653361
hsa04062,GRK7,gene_131890
hsa04062,GRK1,gene_6011
hsa04062,GRK2,gene_156
hsa04062,GRK3,gene_157
hsa04062,GRK4,gene_2868
hsa04062,GRK5,gene_2869
hsa04062,GRK6,gene_2870
hsa04062,ARRB1,gene_408
hsa04062,ARRB2,gene_409
hsa04064,LCK,gene_3932
hsa04064,ZAP70,gene_7535
hsa04064,LAT,gene_27040
hsa04064,PLCG1,gene_5335
hsa04064,PRKCQ,gene_5588
hsa04064,IGH,gene_102723407
hsa04064,SYK,gene_6850
hsa04064,LYN,gene_4067
hsa04064,BLNK,gene_29760
hsa04064,BTK,gene_695
hsa04064,PLCG2,gene_5336
hsa04064,PRKCB,gene_5579
hsa04064,CARD10,gene_29775
hsa04064,CARD11,gene_84433
hsa04064,CARD14,gene_79092
hsa04064,BCL10,gene_8915
hsa04064,MALT1,gene_10892
hsa04064,IL1B,gene_3553
hsa04064,IL1R1,gene_3554
hsa04064,MYD88,gene_4615
hsa04064,IRAK1,gene_3654
hsa04064,IRAK4,gene_51135
hsa04064,TRAF6,gene_7189
hsa04064,TNF,gene_7124
hsa04064,TNFRSF1A,gene_7132
hsa04064,RIPK1,gene_8737
hsa04064,TRADD,gene_8717
hsa04064,TRAF2,gene_7186
hsa04064,TRAF5,gene_7188
hsa04064,BIRC2,gene_329
hsa04064,BIRC3,gene_330
hsa04064,EDA,gene_1896
hsa04064,EDAR,gene_10913
hsa04064,EDARADD,gene_128178
hsa04064,CYLD,gene_1540
hsa04064,EDA2R,gene_60401
hsa04064,RIGI,gene_23586
hsa04064,TRIM25,gene_7706
hsa04064,LBP,gene_3929
hsa04064,CD14,gene_929
hsa04064,TLR4,gene_7099
hsa04064,LY96,gene_23643
hsa04064,TIRAP,gene_114609
hsa04064,TICAM2,gene_353376
hsa04064,TICAM1,gene_148022
hsa04064,CD40LG,gene_959
hsa04064,CD40,gene_958
hsa04064,TRAF3,gene_7187
hsa04064,TNFSF11,gene_8600
hsa04064,TNFRSF11A,gene_8792
hsa04064,LTA,gene_4049
hsa04064,LTB,gene_4050
hsa04064,TNFSF14,gene_8740
hsa04064,LTBR,gene_4055
hsa04064,MAP3K14,gene_9020
hsa04064,MAP3K7,gene_6885
hsa04064,TAB1,gene_10454
hsa04064,TAB2,gene_23118
hsa04064,TAB3,gene_257397
hsa04064,TNFSF13B,gene_10673
hsa04064,TNFRSF13C,gene_115650
hsa04064,IKBKG,gene_8517
hsa04064,CHUK,gene_1147
hsa04064,IKBKB,gene_3551
hsa04064,PARP1,gene_142
hsa04064,PIAS4,gene_51588
hsa04064,UBE2I,gene_7329
hsa04064,ATM,gene_472
hsa04064,PIDD1,gene_55367
hsa04064,ERC1,gene_23085
hsa04064,NFKBIA,gene_4792
hsa04064,NFKB1,gene_4790
hsa04064,RELA,gene_5970
hsa04064,CFLAR,gene_8837
hsa04064,XIAP,gene_331
hsa04064,BCL2L1,gene_598
hsa04064,BCL2,gene_596
hsa04064,GADD45A,gene_1647
hsa04064,GADD45B,gene_4616
hsa04064,GADD45G,gene_10912
hsa04064,TRAF1,gene_7185
hsa04064,BCL2A1,gene_597
hsa04064,NFKB2,gene_4791
hsa04064,CXCL8,gene_3576
hsa04064,TNFAIP3,gene_7128
hsa04064,PTGS2,gene_5743
hsa04064,CCL4,gene_6351
hsa04064,CCL4L2,gene_9560
hsa04064,CCL4L1,gene_388372
hsa04064,CXCL1,gene_2919
hsa04064,CXCL2,gene_2920
hsa04064,CXCL3,gene_2921
hsa04064,VCAM1,gene_7412
hsa04064,PLAU,gene_5328
hsa04064,CSNK2A1,gene_1457
hsa04064,CSNK2A2,gene_1459
hsa04064,CSNK2A3,gene_283106
hsa04064,CSNK2B,gene_1460
hsa04064,RELB,gene_5971
hsa04064,CCL13,gene_6357
hsa04064,CCL19,gene_6363
hsa04064,CCL21,gene_6366
hsa04064,CXCL12,gene_6387
hsa04064,ICAM1,gene_3383
hsa04066,IL6,gene_3569
hsa04066,IL6R,gene_3570
hsa04066,STAT3,gene_6774
hsa04066,TLR4,gene_7099
hsa04066,IFNG,gene_3458
hsa04066,IFNGR1,gene_3459
hsa04066,IFNGR2,gene_3460
hsa04066,RELA,gene_5970
